OTU	C_01_L	C_02_D	C_03_D	C_04_D	C_05_L	C_06_D	C_07_L	C_08_L	C_09_D	C_10_D	C_11_L	C_12_D	C_13_L	C_14_L	C_15_D	C_16_L	C_17_L	C_18_D	C_19_D	C_20_D	C_21_D	C_22_L	C_23_L	C_24_D	C_25_L	C_26_L	F_01_L	F_02_D	F_03_D	F_04_D	F_05_L	F_06_D	F_07_L	F_08_L	F_09_D	F_10_D	F_11_L	F_12_D	F_13_L	F_14_L	F_15_D	F_16_L	F_17_L	F_18_D	F_19_D	F_20_D	F_21_D	F_22_L	F_23_L	F_24_D	F_25_L	F_26_L	S_01_L	S_02_D	S_03_D	S_04_D	S_05_L	S_06_D	S_07_L	S_08_L	S_09_D	S_10_D	S_11_L	S_12_D	S_13_L	S_14_L	S_15_D	S_16_L	S_17_L	S_18_D	S_19_D	S_20_D	S_21_D	S_22_L	S_23_L	S_24_D	S_25_L	S_26_L
DENOVO68	11	17	21	0	2	0	78	0	28	12	0	0	20	12	46	103	0	0	405	532	26	22	81	0	50	6	2155	12	303	18	287	194	247	183	24	398	319	38	420	107	229	92	127	624	52	312	586	708	82	533	359	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DENOVO69	62	548	124	127	0	0	91	0	0	0	0	0	0	26	23	106	0	0	57	119	0	0	145	0	27	1	27	0	2	943	30	10	371	1162	1494	1955	533	20	639	1475	0	86	345	605	31	725	19	5	169	4	843	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO70	55	348	40	0	0	4	0	0	0	0	0	0	0	0	0	160	0	0	176	181	0	0	0	0	59	4	12	87	32	481	262	9	732	16	0	293	641	0	369	12	1446	857	102	1180	1793	1872	4	73	1	10	1445	644	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DENOVO71	1	200	93	258	140	23	3696	72	1	42	75	208	264	1129	59	538	0	29	40	352	296	694	741	0	301	4	16	0	12	668	7	0	119	0	0	102	23	0	8	367	30	0	1	488	0	8	1151	46	176	25	7	9	7	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DENOVO72	2	30	48	0	2	0	1	1	0	5	0	0	0	27	0	138	0	0	256	335	1	51	0	0	2	1	270	0	145	41	89	4	83	347	0	474	136	0	387	198	77	49	139	145	19	189	1929	6	18	3477	438	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO73	0	5	0	0	11	0	0	0	0	0	0	0	0	0	0	164	0	31	1	13	1	30	61	1	6	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	356	530	1757	128	16	173	53	258	500	133	122	268	1042	298	2840	365	475	70	162	1	712	27	459	346	208
DENOVO74	0	63	1	115	0	4	0	0	0	0	0	0	0	0	0	0	0	0	31	31	0	1	1	0	0	3	7	750	0	0	1327	4065	68	1	1	0	0	0	151	0	3037	918	673	105	545	8	0	0	0	0	47	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO75	0	0	0	107	0	1	0	0	0	24	0	0	1	16	0	0	0	0	15	24	0	0	0	0	0	0	49	138	89	0	11	2315	105	52	75	31	27	348	127	193	826	155	25	36	938	3	330	177	4	166	1	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO76	30	397	4	52	0	0	82	0	0	0	0	0	36	28	0	0	0	2	250	297	0	0	0	0	25	3	1134	346	247	19	1025	70	16	120	343	1273	353	500	352	191	1119	103	351	151	175	228	131	640	688	1780	312	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DENOVO77	0	0	0	0	0	0	0	0	0	7	0	0	0	0	56	0	0	50	27	0	171	83	0	0	50	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	242	1631	96	0	413	123	882	1085	644	42	1	266	1207	311	85	973	315	48	21	662	423	232	331	358
DENOVO78	2	18	120	9	4	0	13	4	25	0	0	0	10	0	0	0	0	0	860	1402	28	0	3	0	10	9	49	0	396	10	195	11	211	108	0	54	213	0	329	321	1318	141	38	80	586	510	2	2723	345	0	277	26	0	0	0	3	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO79	0	92	45	0	0	0	0	8	0	0	0	0	11	0	0	0	0	35	8	12	271	129	1	0	216	30	0	0	2	0	0	0	0	1	0	11	2	0	1	4	0	0	1	0	0	0	0	1	2	2	2	1	271	226	1184	474	147	1	98	102	277	134	593	381	1520	321	128	116	695	579	220	631	34	706	61	214	607	212
DENOVO80	0	90	24	0	74	0	27	211	123	62	0	179	0	5	0	0	82	133	41	108	381	174	0	0	104	231	0	0	0	0	1	1	5	1	10	1	1	0	1	0	1	5	0	0	0	0	6	7	0	2	2	2	123	524	185	656	749	475	241	242	205	308	188	493	11	40	88	14	146	455	394	622	183	941	58	382	91	910
DENOVO81	0	88	0	9	12	0	0	3	0	0	0	23	76	8	50	156	0	25	0	132	0	45	0	0	128	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	12	390	663	1	202	304	108	1253	451	118	77	512	944	152	361	796	871	285	262	986	6	1208	641	104
DENOVO82	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	36	0	0	21	88	0	1	17	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	26	139	2535	313	0	213	202	375	818	149	262	0	747	202	191	293	794	102	199	8	1174	320	542	183	142
DENOVO83	5	6	14	0	0	0	0	11	0	0	0	0	8	7	0	29	0	0	229	267	0	0	0	0	27	0	437	190	248	36	2155	132	61	374	0	180	753	0	247	375	0	826	470	342	107	4	0	0	6	2736	216	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO84	0	0	0	79	51	0	0	15	0	0	0	0	37	4	135	0	1753	1815	30	18	0	149	27	0	31	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	13	177	163	84	152	28	45	29	60	123	12	376	10	47	4	813	129	63	288	234	148	1450	31	26	20
DENOVO85	2	0	309	188	63	0	65	42	0	10	0	2	31	61	181	0	2611	2523	43	21	36	63	0	0	301	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	15	677	88	209	4	215	54	61	25	96	64	21	51	66	114	193	117	112	287	72	116	958	17	105	38
DENOVO86	0	0	2	0	54	0	2	9	0	6	0	0	0	5	1	117	218	329	19	87	0	93	45	0	172	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	932	183	23	360	0	313	40	560	299	379	36	3	11	53	0	0	1530	738	967	1	620	1515	239	1097	37
DENOVO87	13	108	2111	604	121	13	356	102	736	339	0	0	34	1298	235	643	57	62	11	145	2113	343	227	0	235	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DENOVO88	0	125	1	72	7	0	24	44	0	0	0	0	0	0	0	0	0	0	27	99	119	262	370	0	366	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	244	1	820	2	175	606	59	0	23	1	11	6	127	1	43	0	308	1302	68	688	1269	1	375	2601
DENOVO89	0	179	67	0	18	0	7	13	43	12	0	0	0	0	0	152	276	216	7	16	152	89	132	0	130	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	279	313	264	2619	217	411	40	56	59	60	123	150	103	27	45	1	296	286	211	161	648	281	769	87	214	1389
DENOVO90	0	0	0	29	5	0	60	5	0	0	0	7	35	62	48	55	0	166	17	11	105	190	0	0	247	55	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	304	147	707	153	109	0	248	105	65	568	236	256	252	115	463	275	734	398	239	398	295	172	1922	285	561	654
DENOVO91	0	471	41	0	9	47	839	72	9	1	1	0	30	2444	0	0	2	31	0	200	134	416	46	0	23	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
DENOVO92	0	309	0	57	6	0	56	61	0	2	0	0	65	23	14	1	339	680	0	36	124	44	59	0	161	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	276	374	147	307	0	220	96	102	103	206	78	858	36	553	270	360	668	103	195	49	171	516	91	131	1551
DENOVO93	1	0	0	53	0	0	0	85	65	0	0	3	97	50	5	0	476	869	82	265	131	319	125	0	88	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	84	0	50	116	226	2	240	5	353	115	166	0	2	287	1367	298	0	0	3	391	360	1266
DENOVO94	6	65	3179	346	91	43	140	479	20	832	42	39	119	83	1621	431	149	14	11	83	131	300	450	0	234	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	3	0	0	1
DENOVO95	0	0	0	0	0	0	8	35	53	0	0	0	0	0	99	0	0	249	21	15	122	0	1	0	71	249	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	6	0	3	1	0	0	16	54	3	22	2507	281	72	390	193	222	78	0	149	162	3	283	604	1085	62	739	300	12	248	333	960
DENOVO96	0	4	3	26	8	0	7	2	9	136	0	0	24	0	18	113	371	262	3	61	84	135	51	0	21	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	78	2	31	0	30	40	90	431	17	6	764	0	1	0	167	37	22	246	2	266	1	50	165	527
DENOVO97	42	0	557	39	108	3	3552	149	30	86	0	0	80	117	370	0	0	5	85	1677	177	463	71	0	831	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO98	0	0	0	0	21	0	2	33	0	0	0	345	0	7	13	0	191	169	3	17	405	18	0	0	130	55	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	306	548	235	89	0	425	654	199	59	627	77	9	15	576	130	103	311	159	560	38	219	388	322	323	1310
DENOVO99	0	18	17	12	34	3	0	17	46	0	0	29	18	2	97	140	49	183	17	32	107	13	204	0	74	45	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	58	29	673	175	32	100	125	215	232	244	591	27	36	224	61	1	989	367	933	1	2093	573	310	49	796
DENOVO100	0	106	0	108	59	0	97	82	3	0	0	60	33	38	180	57	0	82	79	16	0	101	317	0	38	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	88	40	103	24	1	93	83	68	76	90	64	239	19	559	0	2526	370	136	17	3	111	2441	92	91	265
DENOVO101	0	0	39	2338	87	0	0	0	0	0	0	0	42	6	14	26	0	3	20	65	83	70	1	0	211	5828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DENOVO102	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	15	8	0	0	0	0	1	0	1	0	1	2067	132	4	0	7	992	1843	69	141	49	1845	39	154	39	520	838	2	1	31	1043	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO103	0	21	327	204	607	0	0	286	0	106	3	0	4998	58	23	303	146	19	77	573	0	134	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DENOVO104	0	133	4	14	0	0	0	0	0	0	0	0	0	28	0	0	0	0	418	390	1	2	0	0	12	0	197	0	133	5	216	10	107	413	0	1323	500	0	470	814	238	46	315	145	11	246	1003	1	4	528	192	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO105	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	159	124	0	0	0	0	4	0	0	0	372	0	0	1	0	0	0	4763	1273	0	0	0	0	0	0	648	0	908	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	5	0	0	0	0	0	0	0	1611	0	0	81	2	0	98	3363	1	78	88	132	6	69	1495	662	0	20	1	0	3	0	0	51	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO107	0	0	0	0	13	0	35	43	3	0	0	0	106	0	0	0	9	92	21	2	0	0	0	0	789	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	1	2	50	1671	2	53	507	279	0	218	1	1431	1	0	0	1	910	112	68	244	508	0	210	444	0
DENOVO108	5	17	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	30	96	0	0	106	0	1	0	0	0	0	0	0	0	591	0	0	0	0	0	0	0	0	0	1	0	0	4892	2247	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO109	11	236	127	56	242	15	72	131	42	100	0	20	54	112	164	204	953	966	472	109	38	231	46	0	124	27	0	0	1	0	0	1	0	0	4	0	0	1	3	0	2	0	0	1	0	0	7	14	1	0	4	0	55	55	120	89	159	396	27	23	37	18	476	12	21	40	85	486	108	43	227	94	139	109	567	6	14	42
DENOVO110	0	58	0	251	51	0	74	114	16	154	0	0	0	30	25	0	399	1451	67	152	2	26	196	0	384	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	3	38	1	0	0	35	50	166	35	221	3	0	35	54	3	5	345	386	375	24	186	0	108	305	1089
DENOVO111	0	71	52	0	92	0	0	22	26	0	0	0	2	5	0	0	0	16	37	14	0	1	0	0	2	9	0	0	3	0	0	0	0	1	0	2	2	0	0	0	1	0	0	0	0	2	2	1	2	5	2	0	5	81	737	261	293	20	64	29	33	15	87	101	21	11	41	365	70	205	50	193	26	39	1020	46	34	99
DENOVO112	0	0	0	10	16	0	5	0	1	63	0	0	5	2	0	0	0	0	4	180	1	256	47	0	38	6	0	12	0	211	27	100	26	0	32	156	0	67	68	12	158	0	624	31	0	6	842	2463	11	2216	70	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO113	7	0	0	0	0	0	39	0	0	0	0	0	0	0	0	128	0	0	43	49	0	0	168	0	0	0	0	0	1081	0	0	0	831	1490	3	0	0	0	1379	0	0	1	0	109	993	204	1380	219	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO114	0	70	0	89	0	0	6	0	0	0	0	0	0	6	75	0	0	0	6	69	0	0	0	0	98	1	596	0	10	126	316	193	64	141	0	1082	278	0	202	1289	501	70	72	387	0	17	5	0	237	29	1903	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DENOVO115	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	68	0	0	0	0	0	0	0	0	2051	0	0	1	84	0	241	0	0	0	0	0	0	0	0	0	0	0	5126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO116	3	68	1222	1116	5	54	94	35	67	26	52	24	277	348	1286	657	5	63	25	249	295	343	62	0	176	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
DENOVO117	0	0	0	0	0	1	0	44	1	20	0	0	0	0	25	0	0	0	263	235	0	0	0	0	87	0	108	0	0	0	32	314	302	2320	3	43	0	155	1192	237	1	5	631	0	0	348	0	105	1	0	987	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO118	0	151	430	93	325	0	0	263	16	49	30	4	46	28	0	5	18	125	29	29	114	232	0	0	136	174	8	1	1	10	3	8	1	3	596	36	1	0	8	3	22	1	15	6	3	2	45	25	0	6	126	2	44	65	62	428	321	35	25	129	32	8	115	153	0	26	40	668	173	100	64	127	147	272	86	26	58	249
DENOVO119	0	0	0	0	0	0	0	0	0	0	0	4186	0	0	2	0	0	1	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO120	0	0	233	50	0	7	1	0	8	0	0	0	0	0	221	0	0	0	4	533	0	6	5	0	0	0	1	330	217	0	0	2	0	0	3	0	0	6	8	61	0	0	0	11	0	0	1	5079	0	0	0	1	6	3	6	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	25	0	22	0	0	0	0
DENOVO121	0	315	0	10	0	0	0	0	0	50	16	18	4	46	34	0	0	45	29	43	149	111	419	0	282	485	16	0	0	0	0	0	0	1	1	197	0	0	0	39	2	0	3	3	1	0	0	0	0	0	14	4	434	1092	8	27	679	1	76	243	1253	789	1882	310	142	2543	525	307	560	2063	1226	1289	4500	1309	65	719	867	1053
DENOVO122	8	0	0	19	0	0	91	0	0	0	0	0	0	0	0	0	0	0	2	10	2	0	0	0	0	0	3	0	0	0	0	0	80	7	0	3717	44	45	117	1756	0	109	2	0	476	22	0	1	0	0	8	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO123	18	13	37	43	0	0	0	50	0	39	0	0	13	0	30	0	0	0	150	213	0	0	147	0	16	0	3118	0	73	110	8	259	172	860	186	830	292	9	331	61	621	27	253	562	42	123	806	9	1	237	204	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DENOVO124	0	0	36	0	0	0	0	76	0	55	0	0	0	2	1	0	0	112	8	0	24	47	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	9	31	52	0	497	134	262	1144	363	1	0	1294	55	1	0	662	858	0	24	0	344	47	62	19
DENOVO125	0	102	0	0	0	0	12	74	0	15	0	149	17	0	150	135	91	104	12	13	0	81	77	0	33	138	0	0	1	0	0	0	2	0	8	0	0	0	1	0	0	0	0	0	1	0	0	1	1	2	0	0	240	491	10	9	201	0	274	261	110	50	130	194	74	213	125	1	23	526	265	198	76	462	35	435	39	493
DENOVO126	5	238	0	107	90	107	211	282	75	189	83	15	164	1251	1	96	86	30	46	178	126	55	135	0	38	19	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	11	1	0	0	0	2	0	1	0	0	0	0	3	0	0	0
DENOVO127	4	193	8	2	32	7	1519	830	158	8	0	85	65	969	343	62	3	7	35	74	348	138	53	0	62	14	0	0	0	0	0	0	3	0	0	0	0	76	5	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5
DENOVO128	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	50	0	0	0	0	0	0	0	4598	0	974	62	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	1	0	74	0	49	0	0	1337	0	0	250	45	202	221	0	0	118	88	176	2069	176	1	1	0	1	385	644	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0
DENOVO130	0	0	0	0	0	0	0	11	0	0	0	0	0	6	0	0	0	2	5	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	2422	2	46	0	136	165	397	0	10	101	92	201	3	1196	3	723	154	14	0	70	0	327	25	40
DENOVO131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	1	2558	2748	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO132	0	0	65	0	0	0	13	0	0	2	0	14	0	0	0	4	0	6	39	51	0	124	1	0	103	10	570	0	1	0	0	0	0	0	0	2586	0	164	0	1	1	0	2	1	0	0	0	1	0	0	1	0	14	78	56	755	71	79	12	62	17	3	62	26	3	2	62	306	93	122	50	55	65	48	57	7	21	96
DENOVO133	0	102	0	10	0	0	1	14	0	0	0	0	0	7	0	0	0	1	9	23	0	0	0	0	0	0	0	0	0	592	55	2	297	271	1	342	244	40	234	357	0	1817	86	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO134	0	207	431	50	98	0	2625	595	0	0	1	1	37	463	0	0	0	14	7	761	0	113	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO135	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	125	135	77	0	0	0	20	1	187	389	318	57	85	11	69	170	1	392	94	0	167	300	885	24	163	183	10	212	1070	6	3	687	198	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	39	0	0	0	0	0	4	0	482	0	776	0	0	0	0	0	3412	0	0	217	0	0	0	463	652	180	0	0	6	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DENOVO137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	30	0	0	0	0	0	0	0	3081	0	0	0	0	0	0	2124	1	0	0	2	0	0	0	0	0	5	244	1	227	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0
DENOVO138	0	98	0	17	0	0	0	12	0	0	0	0	43	7	53	0	0	8	2	14	34	0	0	0	88	67	0	0	1	1	0	2	0	0	7	2	1	0	0	0	0	2	1	5	0	0	0	3	1	0	1	3	80	215	350	521	96	221	62	46	130	101	212	104	187	480	121	788	402	253	130	107	23	288	25	198	115	226
DENOVO139	0	40	257	745	103	4	196	446	256	27	7	0	37	496	161	1273	76	62	12	523	66	219	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0
DENOVO140	28	57	72	1146	193	12	61	133	140	1388	28	3	144	227	540	0	60	68	81	228	42	128	245	0	216	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DENOVO141	0	113	0	113	26	0	98	0	0	20	0	0	0	0	112	0	0	24	0	4	14	0	0	0	75	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	196	56	30	44	0	165	58	145	339	128	131	81	177	326	38	534	110	252	84	398	215	273	343	423	241
DENOVO142	0	0	16	17	0	0	40	1	0	13	1	5	60	67	1	0	417	169	8	13	148	130	0	0	72	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	44	164	16	110	0	150	25	195	16	136	24	410	105	137	1	660	189	356	328	70	51	792	146	42	76
DENOVO143	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	15	17	0	0	0	0	2	0	2	0	0	19	59	6	53	20	0	118	16	0	64	58	0	105	23	3694	398	29	0	5	0	0	146	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO144	6	641	327	298	536	21	40	234	33	64	2	4	801	223	454	7	797	248	90	84	132	82	4	0	90	54	24	0	2	2	1	2	0	2	20	16	3	2	9	4	12	0	10	1	0	0	39	22	6	17	19	0	2653	379	370	1171	657	461	18	41	302	40	621	77	2766	396	550	234	2542	238	97	1428	687	145	6582	253	125	40
DENOVO145	0	0	1	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	24	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	5119	6	1	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
DENOVO146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	28	1	0	147	1	0	5	1	0	107	0	5	2	0	0	0	4215	212	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO147	0	0	0	0	32	0	0	12	0	0	0	0	0	5	0	2	185	302	5	0	0	10	53	0	139	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	17	877	296	58	54	182	54	117	14	171	146	38	59	23	1188	92	110	7	172	66	61	939	21	124	43
DENOVO148	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	39	0	0	0	0	0	0	135	0	90	77	475	161	127	6	51	0	204	2	317	171	101	133	174	1313	163	40	10	135	0	1	808	215	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO149	0	111	6	25	0	0	8	0	0	0	0	0	2	18	0	0	2	104	14	1	0	46	132	0	174	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	384	863	79	0	146	30	110	245	169	43	40	37	158	322	425	506	225	357	88	287	631	19	196	76
